date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
0,5,4.5,4350,13405,2.0,0,0,3,11,4350,0,2014,0,98074,47.6018,-122.06,3990,7208
0,6,3.75,3810,6150,2.0,0,0,4,8,3810,0,1977,0,98103,47.693999999999996,-122.34,1830,5125
0,4,2.5,2890,5801,2.0,0,0,3,9,2890,0,2005,0,98028,47.7349,-122.238,2890,6286
0,3,1.0,1690,7700,1.0,0,0,4,7,1690,0,1969,0,98003,47.3444,-122.304,1590,7700
0,3,2.5,1790,8144,2.0,0,0,3,8,1790,0,1989,0,98074,47.6169,-122.045,1800,7503
0,4,3.5,3880,8244,2.0,0,0,3,10,3060,820,2007,0,98019,47.7426,-121.976,3180,10947
0,4,2.5,3710,7491,2.0,0,0,3,9,3710,0,2003,0,98029,47.5596,-122.016,3040,7491
0,3,2.0,1840,6755,1.0,0,2,3,8,1840,0,1989,0,98003,47.3512,-122.305,1790,6459
0,2,1.75,1530,3503,1.0,0,1,4,7,830,700,1916,0,98119,47.6368,-122.37100000000001,1280,1531
0,4,2.25,1780,10416,1.0,0,0,5,7,1060,720,1963,0,98055,47.4414,-122.189,1780,9975
0,2,1.0,670,6000,1.0,0,0,5,6,670,0,1949,0,98118,47.56100000000001,-122.275,1240,5040
0,3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570
0,3,1.75,1850,7684,1.0,0,0,3,8,1320,530,1979,0,98023,47.2975,-122.37,1940,7630
0,1,0.0,690,23244,1.0,0,0,4,7,690,0,1948,0,98053,47.6429,-121.955,1690,19290
0,3,1.75,1690,13500,1.0,0,0,4,7,1690,0,1978,0,98040,47.5897,-122.23299999999999,1950,10500
0,4,2.0,1830,4590,2.0,0,0,3,8,1830,0,1908,0,98105,47.6593,-122.32700000000001,1650,4590
0,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.09700000000001,1470,12852
0,4,2.5,3140,8060,2.0,0,0,3,9,3140,0,1991,0,98023,47.3091,-122.34299999999999,3000,8060
0,4,2.5,1975,8734,2.0,0,0,3,7,1975,0,1996,0,98038,47.363,-122.03399999999999,1975,8538
0,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640
0,3,1.75,1370,14030,1.0,0,0,4,8,1370,0,1977,0,98092,47.2969,-122.163,2100,15260
0,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740
0,6,3.5,2820,5400,1.0,0,0,3,8,1620,1200,1958,0,98117,47.6791,-122.374,1560,2276
0,3,1.0,1080,7486,1.5,0,0,3,6,990,90,1942,0,98146,47.4838,-122.335,1170,7800
0,3,1.0,1430,15246,1.0,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068
0,3,1.0,1500,2400,1.5,0,0,5,7,1500,0,1900,0,98119,47.6333,-122.36200000000001,1780,3600
0,3,2.25,1640,2875,2.0,0,0,3,6,1240,400,1983,0,98118,47.5686,-122.286,1500,3960
0,3,2.5,2430,5400,2.0,0,0,3,8,2430,0,2007,0,98074,47.6062,-122.057,2640,11990
0,6,2.25,3550,11780,1.0,0,0,4,8,2960,590,1948,0,98125,47.7218,-122.31200000000001,2360,8850
0,5,3.5,2815,4900,2.0,0,0,3,9,2815,0,2011,0,98030,47.3424,-122.179,2798,4900
0,3,2.5,2790,19485,2.0,0,0,3,9,2790,0,1990,0,98059,47.4688,-122.124,2580,17859
0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.586999999999996,-122.294,1610,4040
0,4,2.5,2800,6874,2.0,0,0,3,9,2170,630,1990,0,98112,47.6215,-122.29,1430,6240
0,3,2.5,2430,88426,1.0,0,0,4,7,1570,860,1985,0,98045,47.4828,-121.71799999999999,1560,56827
0,3,1.0,1220,6000,1.0,0,0,4,7,1220,0,1968,0,98002,47.3245,-122.209,1420,6000
0,4,2.5,3050,32450,1.0,0,0,4,8,1550,1500,1983,0,98030,47.3626,-122.209,2350,15390
0,3,1.0,1220,5652,1.0,0,0,3,6,1220,0,1905,0,98116,47.5767,-122.40799999999999,1490,2467
0,4,2.75,3530,6844,2.0,0,0,3,10,3530,0,2014,0,98075,47.5975,-121.985,3530,10038
0,3,1.0,940,10368,1.0,0,0,3,7,940,0,1965,0,98052,47.6608,-122.133,2090,9620
0,5,2.0,2960,10960,1.0,0,0,4,7,1500,1460,1957,0,98005,47.6162,-122.17399999999999,2160,10960
0,4,2.25,2360,7733,2.0,0,0,3,8,2360,0,1983,0,98058,47.4403,-122.137,2160,7733
0,3,3.5,1570,1486,2.5,0,0,3,8,1330,240,2000,0,98199,47.652,-122.384,1610,1486
0,2,1.0,910,7000,1.0,0,0,3,7,910,0,1952,0,98115,47.6999,-122.305,1260,7528
0,4,2.5,2009,4800,2.0,0,0,3,8,2009,0,2012,0,98092,47.2586,-122.2,1798,4800
0,3,1.0,1440,4300,1.5,0,0,3,8,1440,0,1929,0,98117,47.6847,-122.37200000000001,1640,4500
0,4,2.5,2160,7000,2.0,0,0,4,9,2160,0,1989,0,98029,47.5659,-122.01299999999999,2300,7440
0,5,1.75,2780,7786,1.0,0,0,3,8,1390,1390,1966,0,98052,47.6694,-122.15700000000001,2130,7918
0,4,2.75,3100,7501,2.0,0,0,3,10,3100,0,1998,0,98052,47.6859,-122.109,3140,8672
0,3,1.75,1440,4025,1.0,0,0,4,6,720,720,1917,0,98126,47.567,-122.38,1500,5750
0,3,3.5,3240,23522,2.0,0,0,3,10,2130,1110,1992,0,98010,47.3388,-122.03299999999999,3180,23273
0,3,2.5,1090,1139,2.0,0,0,3,8,960,130,2009,0,98126,47.5664,-122.369,1400,1348
0,3,1.0,1350,9680,1.0,0,0,4,7,820,530,1959,0,98023,47.3274,-122.346,1320,9225
0,6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460
0,3,2.0,1390,5127,1.0,0,0,3,8,1390,0,1990,0,98055,47.4504,-122.206,1960,5019
0,6,1.75,2460,6000,1.0,0,0,4,7,1230,1230,1913,0,98115,47.6721,-122.323,1560,4275
0,4,1.75,1560,31299,1.0,0,0,4,7,1560,0,1965,0,98092,47.3384,-122.164,2460,44907
0,5,3.0,2920,11440,2.0,0,0,3,8,2920,0,2003,0,98133,47.7607,-122.354,1720,9348
0,5,2.75,2980,13482,1.0,0,0,4,8,1730,1250,1975,0,98042,47.3774,-122.16,2900,14800
0,6,2.0,2570,4240,1.5,0,0,4,7,1970,600,1911,0,98115,47.6754,-122.307,2030,4240
0,4,2.75,2030,56192,1.0,0,0,3,8,1550,480,1979,0,98077,47.751999999999995,-122.073,2510,44866
0,5,1.75,2590,6720,1.0,0,0,4,7,1750,840,1979,0,98055,47.435,-122.19200000000001,1820,7521
0,4,1.75,1520,14417,1.0,0,0,4,7,1520,0,1968,0,98065,47.526,-121.809,1600,10716
0,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,1928,0,98107,47.6726,-122.37100000000001,1850,5000
0,2,1.75,1980,44550,2.0,0,1,5,7,1280,700,1977,0,98070,47.4193,-122.444,1680,25343
0,3,2.5,2440,7419,1.0,0,0,3,7,1520,920,1961,0,98103,47.6857,-122.334,2440,4880
0,5,2.5,3150,35283,1.0,0,0,3,10,1800,1350,1975,0,98005,47.6368,-122.15700000000001,3280,35283
0,4,2.5,2290,6318,2.0,0,0,4,8,2290,0,1988,0,98029,47.57,-122.02,2150,7350
0,3,2.5,3580,118047,1.0,0,0,3,9,3240,340,1992,0,98027,47.4453,-121.98,3240,123275
0,4,2.25,2080,8000,1.0,0,0,3,8,1390,690,1964,0,98008,47.6264,-122.113,1800,7700
0,3,1.75,1660,7210,1.0,0,0,4,7,1660,0,1977,0,98032,47.3609,-122.274,2150,7350
0,3,2.25,1970,7210,1.0,0,0,4,8,1380,590,1978,0,98030,47.3821,-122.171,1970,7350
0,5,3.25,5210,35765,2.5,0,4,5,10,4940,270,1911,0,98136,47.5463,-122.397,2590,10250
0,6,3.0,2320,4502,1.0,0,0,4,7,1200,1120,1987,0,98108,47.5552,-122.3,1160,5628
0,3,1.75,1540,6930,1.0,0,0,3,7,1250,290,1944,0,98115,47.6782,-122.27799999999999,1760,6930
0,3,1.0,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,1330,4590
0,3,2.5,2990,9413,2.0,0,0,3,10,2990,0,2006,0,98028,47.7341,-122.234,1940,9600
0,3,2.5,1520,5649,2.0,0,0,4,7,1520,0,1989,0,98034,47.7221,-122.162,1540,5000
0,4,2.5,2050,10271,2.0,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103
0,2,1.0,910,4500,1.5,0,0,4,7,910,0,1906,0,98118,47.5633,-122.289,1270,3500
0,2,1.0,910,9000,1.0,0,0,4,6,910,0,1983,0,98045,47.4463,-121.771,1410,9440
0,4,2.25,1700,7056,2.0,0,0,3,7,1700,0,1999,0,98001,47.3385,-122.262,1650,6025
0,4,2.25,1330,8400,1.5,0,0,3,8,1330,0,1962,0,98005,47.6078,-122.169,2270,10146
0,3,3.5,3220,3960,2.0,0,4,3,10,2760,460,1991,0,98116,47.5909,-122.384,3080,4444
0,4,1.75,2160,39430,1.0,0,0,4,8,1660,500,1974,0,98005,47.6378,-122.185,2430,35329
0,4,4.25,4720,21000,3.0,0,4,5,11,4720,0,1971,0,98177,47.7591,-122.376,3010,20000
0,2,1.0,890,8180,1.0,0,0,3,7,890,0,1947,0,98155,47.736999999999995,-122.3,1130,8180
0,4,2.5,2390,9638,2.0,0,0,3,10,2390,0,1988,0,98029,47.5598,-122.01799999999999,2630,9258
0,3,2.5,2830,9680,2.0,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691
0,4,2.25,1890,3615,2.0,0,0,3,7,1890,0,2005,0,98029,47.5493,-121.999,1630,3280
0,2,2.25,2550,6000,2.0,0,0,5,7,1860,690,1902,0,98115,47.6739,-122.323,2010,4000
0,3,2.5,1990,1891,3.0,0,0,3,9,1990,0,2012,0,98102,47.6271,-122.324,1990,3600
0,4,2.5,2730,4800,1.5,0,0,5,8,2230,500,1909,0,98119,47.641999999999996,-122.35799999999999,2190,4200
0,3,1.0,1122,6554,1.5,0,0,3,5,1122,0,1900,0,98118,47.5135,-122.257,1610,5650
0,2,2.0,1350,2560,1.0,0,0,4,8,1350,0,1974,0,98052,47.6338,-122.10600000000001,1800,2560
0,4,2.25,2420,7725,1.0,0,0,4,8,1890,530,1972,0,98052,47.6287,-122.09299999999999,1740,7944
0,4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,0,98022,47.1941,-122.038,1640,112384
0,6,3.0,2790,4550,2.5,0,0,4,8,2790,0,1907,0,98119,47.626999999999995,-122.361,2590,4550
0,4,2.5,2480,16360,1.0,0,0,5,7,1510,970,1959,0,98028,47.7638,-122.265,1770,15205
0,4,2.5,1850,5880,2.0,0,0,3,8,1850,0,1998,0,98092,47.3322,-122.17299999999999,2370,6500
0,4,2.25,2410,14985,1.0,0,1,4,7,1950,460,1965,0,98166,47.4278,-122.34299999999999,2510,15256
0,3,3.0,4380,6320,2.0,0,3,5,10,3580,800,1952,0,98199,47.6452,-122.411,3080,7680
0,4,2.5,2350,3760,2.0,0,0,3,8,2350,0,2014,0,98059,47.4786,-122.12299999999999,2590,4136
0,3,2.0,1330,8100,1.0,0,0,4,7,1330,0,1969,0,98034,47.7251,-122.175,1590,8100
0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.34200000000001,1370,1090
0,4,2.5,2470,5100,2.0,0,0,3,8,2470,0,2005,0,98038,47.3622,-122.041,2240,5123
0,5,1.0,2590,4652,2.0,0,0,4,8,2310,280,1907,0,98122,47.6038,-122.294,2360,4650
0,4,2.0,2200,3060,1.0,0,0,3,7,1100,1100,1908,2000,98118,47.565,-122.28399999999999,1410,5100
0,3,2.25,1320,963,2.0,0,0,3,7,1040,280,2007,0,98106,47.5199,-122.35700000000001,1300,1285
0,4,2.0,1580,7300,1.0,0,0,4,7,1580,0,1955,0,98155,47.7598,-122.32799999999999,1180,9450
0,4,2.0,2350,9329,2.0,0,0,3,8,2350,0,1977,0,98005,47.583,-122.17,1640,9403
0,2,1.0,1170,8925,1.0,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440
0,2,2.25,1140,1332,3.0,0,0,3,8,1140,0,1999,0,98103,47.6543,-122.35600000000001,1140,1267
0,3,1.0,1300,9000,1.0,0,0,3,7,1300,0,1956,0,98133,47.7352,-122.337,1500,9600
0,3,2.25,1330,1198,2.0,0,0,3,8,1080,250,2007,0,98106,47.555,-122.36200000000001,1260,1062
0,4,2.5,2900,6918,2.0,0,0,3,8,2900,0,2001,0,98001,47.3504,-122.28399999999999,2720,10376
0,3,3.0,1730,1074,3.5,0,0,3,8,1730,0,2006,0,98107,47.6692,-122.39200000000001,1370,1185
0,3,1.0,1050,6000,1.0,0,0,3,7,1050,0,1952,0,98116,47.5709,-122.40100000000001,1720,6000
0,4,2.5,2870,5118,2.0,0,0,3,9,2870,0,2006,0,98029,47.5544,-121.99,2940,4800
0,3,2.5,2210,8010,2.0,0,0,3,8,2210,0,1998,0,98045,47.4845,-121.775,2430,9600
0,4,2.5,2040,5523,2.0,0,0,3,7,2040,0,1999,0,98148,47.431999999999995,-122.32799999999999,1720,6646
0,3,1.75,1170,8182,1.0,0,0,3,7,1170,0,1962,0,98155,47.7368,-122.29799999999999,1610,8183
0,3,1.0,1010,7200,1.0,0,0,3,7,1010,0,1968,0,98034,47.7225,-122.179,1120,7200
0,3,1.0,2120,31564,1.0,0,0,3,7,1220,900,1942,0,98168,47.4938,-122.29799999999999,1790,11571
0,6,2.5,1880,14350,1.0,0,0,5,7,1640,240,1955,0,98133,47.7556,-122.352,1510,9840
0,2,2.5,1230,987,2.0,0,0,3,7,1060,170,2011,0,98144,47.6007,-122.305,1290,1328
0,4,2.5,2130,3420,1.5,0,0,4,7,1730,400,1916,0,98103,47.648999999999994,-122.336,1520,3420
0,3,2.25,1850,12000,1.0,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,12616
0,2,2.0,1140,690,2.0,0,0,3,8,760,380,2014,0,98112,47.6205,-122.3,1480,1171
0,3,1.0,1500,12616,1.0,0,0,3,7,1500,0,1967,0,98072,47.7415,-122.101,1820,13950
0,4,3.0,2490,5064,2.0,0,0,3,7,2490,0,2007,0,98056,47.5139,-122.189,2470,5064
0,2,1.0,880,17743,1.0,0,0,4,5,880,0,1951,0,98031,47.4115,-122.197,1217,13000
0,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,98115,47.6779,-122.294,2090,5000
0,5,1.75,1580,5292,1.0,0,0,3,6,980,600,1913,0,98118,47.5677,-122.29,1600,2976
0,2,2.0,1200,7131,1.0,0,0,3,8,1200,0,2006,0,98053,47.7199,-122.022,1670,4601
0,3,2.0,1980,6000,1.0,0,0,4,7,1380,600,1958,0,98115,47.6921,-122.28299999999999,1260,6000
0,3,3.5,1730,1349,3.0,0,0,3,9,1350,380,2009,0,98102,47.6224,-122.32600000000001,1830,3300
0,4,4.25,4070,13860,2.0,0,3,3,10,4070,0,2004,0,98040,47.59,-122.229,3430,9240
0,4,1.0,1150,2560,1.5,0,0,3,7,1150,0,1909,0,98109,47.6368,-122.355,1890,3000
0,4,2.5,1970,2601,2.0,0,0,3,7,1440,530,1999,0,98144,47.5949,-122.30799999999999,1760,3025
0,3,3.0,2330,1944,2.5,0,0,3,8,1950,380,2014,0,98027,47.5446,-122.016,2290,1407
0,4,2.0,2530,5650,1.5,0,0,4,8,1910,620,1910,0,98116,47.5778,-122.382,1310,5750
0,2,1.0,1150,9186,1.0,0,0,3,7,1150,0,1946,0,98168,47.5081,-122.33,1390,10690
0,4,3.75,4410,9231,3.0,0,3,3,11,4410,0,2001,0,98118,47.5427,-122.265,2160,6600
0,4,2.0,1760,7700,1.0,0,0,4,7,1760,0,1962,0,98003,47.3299,-122.318,1870,7316
0,3,2.25,1800,10500,2.0,0,0,3,7,1800,0,1995,0,98038,47.3879,-122.03200000000001,1870,8555
0,4,2.5,2520,3980,2.0,0,0,3,8,2520,0,2004,0,98027,47.5399,-122.07,2580,3980
0,4,2.5,2150,8536,1.0,0,3,4,8,1400,750,1967,0,98006,47.5663,-122.163,2800,9500
0,4,2.5,2660,8887,1.0,0,0,4,8,1880,780,1967,0,98166,47.43899999999999,-122.34200000000001,1910,9620
0,4,2.5,2190,4944,2.0,0,0,3,8,2190,0,1999,0,98065,47.5341,-121.866,2190,5108
0,3,1.75,1950,52256,1.0,0,0,4,8,1950,0,1985,0,98042,47.3133,-122.07799999999999,2450,51836
0,3,2.5,1210,2046,2.0,0,0,3,9,920,290,2008,0,98106,47.5212,-122.35700000000001,1070,651
0,4,2.25,2160,8119,1.0,0,0,3,8,1080,1080,1966,0,98006,47.5443,-122.177,1850,9000
0,2,2.5,1340,5995,2.0,0,0,3,7,1340,0,1989,0,98028,47.7366,-122.23299999999999,1540,6616
0,3,3.75,5400,24740,2.0,0,0,3,11,5400,0,1997,0,98053,47.6426,-121.955,1690,20000
0,3,1.5,1120,8250,1.0,0,0,4,7,1120,0,1957,0,98056,47.4905,-122.179,1320,8400
0,4,3.5,3650,57538,2.0,0,0,3,10,3650,0,1996,0,98077,47.7711,-122.041,3730,56257
0,3,1.5,1480,9086,1.0,0,0,3,7,1480,0,1962,0,98168,47.4717,-122.323,1540,9750
0,3,1.75,2240,8153,1.0,0,0,3,7,1120,1120,1948,0,98125,47.7303,-122.329,1710,8100
0,5,2.75,2190,12687,1.0,0,0,5,7,1370,820,1978,0,98028,47.7762,-122.257,2280,10784
0,3,2.25,3230,17833,2.0,0,0,4,9,3230,0,1973,0,98006,47.5683,-122.18799999999999,3690,17162
0,3,2.5,1800,2792,2.0,0,0,3,8,1800,0,2011,0,98126,47.5442,-122.37100000000001,1580,2617
0,2,1.0,520,22334,1.0,0,0,2,5,520,0,1951,0,98168,47.4799,-122.296,1572,10570
0,4,2.75,3090,6600,1.0,0,2,3,9,1800,1290,1956,0,98199,47.6339,-122.396,2380,5000
0,4,2.5,3000,5639,2.0,0,0,3,8,3000,0,2008,0,98052,47.7066,-122.115,3000,4587
0,3,1.5,1300,7287,1.0,0,0,4,7,1300,0,1965,0,98033,47.6889,-122.18700000000001,1300,9129
0,3,1.75,2030,13700,1.0,0,0,3,8,1630,400,1976,0,98011,47.7726,-122.197,2120,11200
0,4,2.5,2310,4079,2.0,0,0,3,8,2310,0,2008,0,98117,47.6937,-122.361,1220,4800
0,3,1.0,2160,11484,1.5,0,0,4,7,2160,0,1968,0,98034,47.7277,-122.185,2270,10080
0,4,2.25,2200,3404,2.0,0,0,3,8,2200,0,2005,0,98038,47.3895,-122.03399999999999,2200,3449
0,2,1.0,900,4500,1.0,0,0,3,6,900,0,1951,0,98055,47.4881,-122.204,860,4500
0,3,2.5,2390,6441,2.0,0,0,3,7,2390,0,2002,0,98038,47.3659,-122.029,2180,7346
0,3,1.0,1150,4800,1.5,0,0,4,6,1150,0,1938,0,98002,47.3101,-122.212,1310,9510
0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6169,-122.06200000000001,1230,7500
0,4,1.0,1360,6000,1.0,0,0,4,6,1020,340,1944,0,98168,47.4783,-122.285,1230,6000
0,2,1.0,950,4560,1.5,0,0,3,7,950,0,1925,0,98112,47.6288,-122.3,2040,4560
0,3,2.5,1510,10384,1.0,0,0,2,7,1030,480,1976,0,98077,47.758,-122.071,1490,10000
0,3,1.75,1650,10150,1.0,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,8958
0,4,2.0,1820,9450,1.0,0,0,3,7,1100,720,1962,0,98155,47.7607,-122.329,1540,9450
0,4,2.5,2070,8127,1.5,0,0,3,9,1590,480,1924,2003,98125,47.7316,-122.289,2050,8131
0,2,2.0,1260,10200,1.0,0,0,3,7,1020,240,1983,0,98003,47.2593,-122.31200000000001,1560,10200
0,5,2.5,2000,3600,1.0,0,0,3,6,1150,850,1987,0,98144,47.5971,-122.295,1410,3600
0,2,2.5,2390,6928,2.0,0,3,4,8,1810,580,1949,1982,98146,47.5101,-122.391,2390,12852
0,3,2.5,2830,5788,2.0,0,0,3,9,2830,0,2001,0,98028,47.7604,-122.235,2500,5802
0,3,2.0,1670,17071,1.0,0,0,3,7,1100,570,1988,0,98014,47.69,-121.913,1660,15593
0,4,2.5,1560,4350,2.0,0,0,3,7,1560,0,2003,0,98056,47.5025,-122.186,1560,4350
0,3,2.5,2440,4800,2.0,0,0,3,10,2440,0,2014,0,98106,47.5595,-122.365,1180,5480
0,3,1.0,1510,5000,1.5,0,0,3,7,1510,0,1909,0,98105,47.6708,-122.29700000000001,1680,4000
0,4,1.0,1260,8505,1.5,0,0,5,7,1260,0,1951,0,98177,47.7181,-122.37100000000001,1480,8100
0,4,4.5,3870,35889,2.0,0,0,3,10,2530,1340,2001,0,98027,47.4677,-122.01,3020,35366
0,2,2.0,1250,3360,1.0,0,0,3,7,1250,0,1957,0,98103,47.6526,-122.34899999999999,1250,3360
0,4,2.5,1710,3500,2.0,0,0,3,7,1710,0,2014,0,98002,47.3448,-122.21700000000001,1710,3500
0,3,1.75,1300,10030,1.0,0,0,4,7,1300,0,1967,0,98034,47.7359,-122.19200000000001,1520,7713
0,2,1.0,1190,3400,1.0,0,0,4,7,990,200,1917,0,98118,47.5539,-122.26799999999999,1180,4000
0,3,2.5,2100,4700,2.0,0,0,3,8,2100,0,1999,0,98065,47.5341,-121.867,2100,4700
0,3,2.0,1490,7929,1.0,0,0,3,7,1490,0,1989,0,98002,47.2875,-122.21799999999999,1650,7929
0,3,3.5,4310,10842,2.0,0,2,3,10,3140,1170,1988,0,98177,47.7735,-122.38600000000001,2280,11106
0,4,2.75,2910,6334,2.0,0,0,3,8,2910,0,2013,0,98045,47.4826,-121.771,2790,6352
0,3,2.25,1800,9010,1.0,0,0,3,7,1300,500,1975,0,98155,47.7722,-122.31200000000001,1950,10240
0,5,2.25,2340,7494,1.0,0,0,3,7,1170,1170,1951,0,98188,47.448,-122.28,1650,10125
0,3,1.75,1830,7969,1.0,0,0,3,7,930,900,1950,2008,98055,47.4667,-122.214,1790,7425
0,4,3.5,3950,12320,2.0,0,0,3,10,3950,0,2001,0,98065,47.5414,-121.869,3920,11086
0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.37899999999999,1440,3840
0,3,2.25,1580,7941,2.0,0,0,4,7,1580,0,1986,0,98023,47.2843,-122.35700000000001,1730,8051
0,4,2.0,1640,7200,1.0,0,0,3,7,1640,0,1963,0,98155,47.7471,-122.324,1500,9000
0,4,2.5,2640,10720,2.0,0,0,3,8,2640,0,1999,0,98188,47.4485,-122.27799999999999,1680,10018
0,4,2.25,4470,60373,2.0,0,0,3,11,4470,0,1988,0,98072,47.7289,-122.12700000000001,3210,40450
0,4,2.5,2030,9825,1.0,0,0,3,8,1330,700,1985,0,98115,47.6892,-122.3,2180,7500
0,4,2.75,2260,7209,1.0,0,3,3,7,1330,930,2002,0,98125,47.7088,-122.302,1790,10860
0,3,2.5,1970,3655,2.0,0,0,3,7,1970,0,2003,0,98019,47.7453,-121.984,1970,2952
0,3,1.75,1740,8800,1.0,0,0,3,7,1140,600,1978,0,98023,47.2968,-122.37200000000001,1690,7920
0,4,2.25,2380,36446,2.0,0,0,4,8,2380,0,1977,0,98077,47.7644,-122.072,2790,40005
0,3,1.75,2340,51836,1.5,0,0,3,8,1510,830,1978,0,98027,47.4846,-122.035,2060,77536
0,3,2.5,1510,6095,2.0,0,0,4,7,1510,0,1991,0,98038,47.3498,-122.037,1520,6000
0,3,2.25,1830,11331,1.0,0,0,3,7,1250,580,1965,0,98001,47.2899,-122.287,2240,16433
0,3,1.0,1200,13100,1.0,0,0,3,6,1200,0,1943,0,98168,47.475,-122.258,1960,11285
0,3,1.0,1040,8125,1.0,0,0,3,7,1040,0,1956,0,98003,47.3171,-122.316,1200,9375
0,2,1.0,860,10400,1.0,0,0,4,6,860,0,1983,0,98042,47.3682,-122.096,1390,9086
0,4,1.0,1740,11075,1.5,0,0,3,7,1740,0,1965,0,98133,47.7458,-122.334,1580,7684
0,0,0.0,2460,8049,2.0,0,0,3,8,2460,0,1990,0,98031,47.4095,-122.16799999999999,2520,8050
0,3,2.25,2680,100188,2.0,0,0,4,8,1580,1100,1978,0,98027,47.4776,-122.02,2540,60548
0,2,1.0,780,6727,1.0,0,0,3,6,780,0,1939,0,98168,47.4733,-122.281,1860,10124
0,2,1.0,1760,27332,1.0,1,4,4,7,1300,460,1951,0,98198,47.3799,-122.325,2590,16630
0,1,1.0,700,5621,1.0,0,0,4,6,700,0,1945,0,98133,47.733999999999995,-122.353,1020,5621
0,3,1.0,1350,14212,1.0,0,0,4,6,1350,0,1981,0,98053,47.6606,-122.06,1520,14404
0,4,3.25,4100,241322,2.0,0,0,3,9,2500,1600,1981,0,98072,47.7302,-122.096,3770,87821
0,4,2.75,2970,59677,1.0,0,2,4,8,1610,1360,1973,0,98075,47.5953,-122.08,2930,42489
0,3,2.0,1930,12443,1.0,0,0,3,7,1930,0,1969,0,98045,47.4906,-121.775,1400,12183
0,3,1.0,1390,12823,1.0,0,0,4,7,1390,0,1968,0,98077,47.7438,-122.075,1390,10095
0,2,2.5,2720,4913,1.0,0,1,4,8,1700,1020,1936,0,98199,47.6384,-122.404,2520,5303
0,2,1.75,1160,4848,2.0,0,1,4,7,1160,0,1949,0,98118,47.542,-122.265,1990,7440
0,3,1.0,1210,3328,1.5,0,0,4,7,1210,0,1924,0,98107,47.6729,-122.363,1640,3333
0,4,2.25,1970,15743,1.0,0,0,3,7,1370,600,1962,0,98011,47.7673,-122.20200000000001,2390,11336
0,5,2.5,2670,14455,2.0,0,0,5,9,2670,0,1958,0,98155,47.7565,-122.28399999999999,1810,14455
0,3,2.75,1750,9166,1.0,0,0,4,7,1170,580,1979,0,98155,47.7696,-122.325,1810,8760
0,4,2.0,1640,5014,1.0,0,0,4,7,930,710,1982,0,98106,47.5545,-122.35600000000001,1600,5452
0,4,3.25,2110,3000,2.0,0,0,3,8,2110,0,2001,0,98115,47.6769,-122.32799999999999,1780,4000
0,3,2.25,2640,7544,1.0,0,0,3,10,2640,0,1995,0,98004,47.6224,-122.195,2650,7904
0,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,1990,0,98092,47.2984,-122.14399999999999,1330,214315
0,4,1.75,1760,6000,1.0,0,0,3,7,880,880,1946,0,98119,47.6508,-122.37299999999999,2040,6000
0,2,2.0,1080,5000,1.0,0,0,5,6,1080,0,1923,0,98117,47.6826,-122.39399999999999,1530,5000
0,3,1.75,1340,63597,1.0,0,0,4,7,1340,0,1963,0,98038,47.4379,-122.01100000000001,1950,87120
0,3,1.5,2520,37616,1.0,0,0,3,8,2520,0,1955,0,98045,47.4777,-121.76299999999999,1470,33750
0,2,1.0,1530,4370,1.0,0,0,3,7,1130,400,1946,0,98115,47.6888,-122.30799999999999,1580,4275
0,5,2.0,2050,10200,1.0,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625
0,3,3.0,3700,16857,1.0,0,0,3,10,2170,1530,2000,0,98117,47.6956,-122.39200000000001,2320,12000
0,4,2.5,2502,8306,2.0,0,0,3,9,2502,0,2013,0,98001,47.2953,-122.265,2597,6983
0,5,1.75,1880,18295,1.0,0,0,4,7,1880,0,1955,0,98005,47.6059,-122.154,2180,20674
